SMILES,animalic&ambery,sweety&gourmand,floral,fruity&vegetable,pungent&disagreetable,green&herbal,nutty,woody&mossy,resinous&balsamic,cooked,odorless,spice
CCCC(=O)OCC(C)c1ccccc1,,,,,0,0,0,,0,0,0,1
CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,,1,0,0,0,1,0,1,0,0,0,0
COCCC(C)(C)S,,,0,1,1,,0,0,0,0,0,
C/C=C/C(=O)OCCC,0,1,1,1,,1,0,0,0,,0,1
CCCCC[C@H]1CCCC(=O)O1,,1,0,1,0,0,0,0,0,,0,0
CC/C=C\CCOC(=O)C#CCCCCC,0,0,1,0,0,1,0,0,0,0,0,0
CCC=CCCCC(=O)OC(C)C,1,0,1,,0,1,0,0,0,0,0,0
CC(=O)CC(=O)OCCC(C)C,0,,,1,,,0,,0,0,0,0
CCCCCCC(=O)OCC=C(C)CCC=C(C)C,,,1,1,0,0,0,0,0,0,0,0
Cc1ccc(CO)o1,0,1,0,0,,0,1,0,0,,0,0
CCc1nc(C)oc1C,0,0,0,,,,,0,0,,0,0
CC(C)=CCC/C(C)=C\COC(=O)c1ccccc1,0,,1,,,,0,,1,0,0,0
CC1CC(=O)C(=O)C1C,0,1,0,0,,,0,,0,,0,
CCCC(=O)OC/C=C(/C)CCC=C(C)C,,,,1,0,,0,0,0,0,0,0
CC/C=C/CCOC(=O)c1ccccc1O,0,,1,0,,1,0,,1,0,0,0
CCc1ncsc1C,,0,0,0,1,1,0,0,0,1,0,0
CCC(OCC(C)C)OCC(C)C,0,0,0,,,1,0,0,0,0,0,0
C=C(C)C(=O)OCC[N+](C)(C)C.[Cl-],0,0,0,0,0,0,0,0,0,0,1,0
CC(C)c1cc(C=O)cc(C(C)C)c1,1,0,0,0,0,1,0,1,1,0,0,0
CCOC(=O)/C=C/c1ccccc1,0,1,,,0,0,0,0,,0,0,
C/C=C(\C)COC(=O)/C(C)=C/C,0,,1,1,1,1,0,1,0,0,0,1
CC(C)(C)C1CCC(O)CC1,,0,,0,,,0,1,,0,0,
CC/C=C/CCC=O,,,0,,0,,0,0,0,0,0,0
CC1CCC2OC2(C)CCC2C1CC2(C)C,,1,0,0,0,1,0,1,,0,0,1
CC(C)CC(=O)Cc1ccccc1,0,,0,,,0,0,,0,,0,1
CCCCCOC(=O)C(C)CCC,,0,1,1,0,0,0,0,0,0,0,0
CC(=O)C(=O)c1cccs1,0,,0,0,0,0,,1,0,0,0,0
CC(C)/C=C\C=O,0,,0,1,1,1,0,1,0,,0,0
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,0,0,0,0,0,0,0,0,0,0,1,0
CCC/C=C/CCC(C)=O,0,,0,1,,,0,0,0,0,0,0
O=S(=O)([O-])[O-].[Cd+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCSSC,0,0,0,,1,,0,0,0,0,0,
CC(=O)c1c(O)oc(C)cc1=O,0,0,0,0,0,0,0,0,0,0,1,0
CC/C=C/CC1CCCC(=O)O1,,,1,,0,,,0,0,0,0,0
CCCCc1nccnc1C,0,1,0,0,0,,0,0,0,0,0,1
C=C[C@@](C)(O)CCC=C(C)C,0,,1,,0,,0,,0,0,0,
CCC/C=C/C1OCC(C)O1,0,0,0,,0,1,0,0,0,0,0,0
CC1=CC(C)(C)C=C(C)C1=O,0,1,0,0,0,1,0,1,0,0,0,
C=CCCC(=O)c1ccccc1,1,0,1,0,0,1,0,0,1,0,0,1
Cc1cc(C)c(C)c(O)c1,0,0,0,0,0,0,0,1,0,0,0,0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0,0,0,0,0,0,0,0,0,0,1,0
C/C=C/C(=O)CCCCC,0,,0,,0,0,0,,0,0,0,0
C1CC1,0,0,0,0,0,0,0,0,0,0,1,0
c1ccc2c(c1)CCCN2,1,1,0,0,,0,0,0,0,,0,0
CCCCCCC(=O)OCC(C)C,0,,,,0,1,0,,0,,0,0
CCCCCCCCC1CCC(=O)O1,,,,,,0,0,0,0,0,0,0
NC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,0,0,,0,0,0,0,0,0,0,,0
CCCCC[C@@H]1CCCC(=O)O1,,,0,,0,0,0,0,0,0,0,0
CC[C@H](C)CCC=O,0,0,0,0,0,0,0,0,0,0,1,0
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCCCCCC(=O)OCC(C)CC,,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CCc1ccccc1,,,,0,0,0,0,0,,0,0,
CC/C=C\CCCO,,,0,,0,1,0,0,0,0,0,0
CCCCCCC=CCO,,1,0,1,0,1,0,0,0,0,0,0
CCOCCC(OCC)OCC,0,,0,,,0,0,,0,,,0
C=C(C)C(=O)OCCCC,0,,,,,1,0,,0,0,0,0
C=C(C)C1CCC(=C)C(OO)C1,0,0,0,0,1,0,0,,,0,0,0
CC(C)/C=C(\C=O)c1ccccc1,0,1,1,,0,0,1,0,0,1,0,0
CCCCCC(C)O,0,,,,,,0,,0,0,0,0
C/C=C/SSC,0,0,0,0,1,1,0,0,0,0,0,0
CC1=C2C(CC1)[C@H](C)CC[C@@H]1[C@H]2C1(C)C,0,0,0,0,0,0,,1,1,0,0,0
C1CCOCC1,0,1,0,0,1,0,0,0,0,0,0,0
CC(C)CCOC(CC(C)C)OCC(C)C,0,1,0,1,,1,0,,0,,0,0
COC(OC)C(C)C,0,0,0,1,,1,0,0,0,0,0,0
CCOC(=O)C(C)C(C)=O,0,0,,1,0,1,0,,0,0,0,0
CCC/C=C/COC(=O)CCCCCCC,0,0,,1,,,0,,0,0,0,0
CCC(S)CS,,0,0,,1,,0,0,0,,0,
CCCCOC(=O)C1CCCCC1,0,0,0,,0,1,0,,0,0,0,
CC(=O)OC/C=C(/C)CCC=C(C)C,,,,,0,,0,,,,0,0
CC(=O)OCC(C)O,0,0,0,,,0,0,0,0,0,0,0
CCCCCCCC(C)=NO,0,0,1,1,0,1,0,0,0,0,0,0
CCCCCCCOC=O,,0,,1,0,,0,,0,0,0,0
C=CCCC(=O)OC1CCCCC1,,,0,1,0,0,0,0,0,0,0,0
CSCS,,0,0,,1,,0,0,0,,0,
O=C(Oc1ccccc1)c1ccccc1O,0,,,,0,0,0,,1,0,0,0
C=O.Oc1ccccc1O,0,0,1,0,0,,0,0,0,0,0,1
CCC/C=C1\OC(=O)c2ccccc21,0,0,0,,0,,0,0,0,0,0,1
Cc1ccnc2ccccc12,,,1,0,1,1,0,0,0,0,0,0
C(=C/C1OCCO1)\c1ccccc1,0,,0,0,0,0,0,0,0,0,0,1
CC/C=C\CCCCOC(=O)CC,0,,0,1,0,1,0,1,0,0,0,0
COC(=O)CCCSC,0,,0,1,,0,,0,0,,0,0
CCCC1(C(C)(C)C)CCC(C)O1,0,1,0,1,,1,0,1,1,0,0,
CC1CC(C)(c2ccccc2)OC(C)O1,0,,,1,0,1,0,0,0,0,0,0
CCC1SC(C(C)CC)N=C1C,,,0,,0,0,1,0,0,1,0,0
CC/C=C/CC1C(=O)CCC1CC(=O)OC,,,1,,0,,0,0,0,0,0,0
CC(CO)CC(C)c1ccccc1,0,0,,1,0,1,0,,0,0,0,
CC1(C)CCC2OC23C(C)(C)C2CCC13C2,0,,0,1,,1,0,1,0,0,0,0
CCCCCC1CC=CC(=O)O1,0,,0,1,0,,,0,0,,0,0
CCCCCCC[C@H]1O[C@@H]1C=O,,0,0,0,0,0,0,0,0,,0,0
CCC(C)(C)OC(C)=O,0,,0,,0,1,0,0,0,0,0,
Cc1cc(O)c(C(C)C)cc1O,0,0,0,0,0,,0,,0,0,0,1
CC(O)C=Cc1ccccc1,0,,1,,0,0,0,0,1,0,0,0
CCCCCC1=CCC(=O)O1,1,1,0,,0,,,0,0,0,0,0
CCC(C)N,0,,0,,1,0,0,0,0,0,0,0
CCOC(C)OCC(COC(C)OCC)OC(C)OCC,0,0,0,,0,0,0,0,0,0,0,0
CCC1CCC(=O)C1=O,0,1,0,0,0,0,0,1,0,,0,0
CCC(=O)OC(C)(C)Cc1ccccc1,0,1,1,,0,,0,0,0,0,0,0
C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,0,0,0,0,0,0,0,0,0,0,1,0
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,,0,0,0,0,0,0,0,0,0,,
CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,0,0,0,0,0,0,0,0,0,0,1,0
CCCC(CCOC(C)=O)SC,0,0,0,,1,1,0,0,0,0,0,1
CC1=C(CCC(C)C)C(=O)CC1,0,0,1,,0,0,0,0,0,0,0,0
O=C(CS)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
Cc1occc1SSC1CCCCC1,1,1,0,0,1,0,0,0,0,,0,0
CC1=CC(C)CC(CO)C1,0,,1,0,0,1,0,0,0,0,0,
CCCC(=O)OC1=C(C)OC(C)C1=O,0,1,0,1,1,1,0,1,0,0,0,
C=CCCCC(C)O,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)O[C@H](C)CCc1ccccc1,0,0,0,,0,1,0,0,0,0,0,0
CC(=O)c1nccs1,,,0,,,0,,0,0,1,0,0
CCCC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,0,0,0,,0,1,0,1,0,0,0,0
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1,,,0,0,0,0,0,0,0,0,0
C=C(C)[C@H]1CC[C@@H](C)[C@@H](OC(C)=O)C1,0,0,0,0,0,1,0,0,0,0,0,
CCC(=O)C(C)=O,,1,0,,,0,,0,0,,0,0
COC(=O)c1ccccc1N=CC1CCC(C)=CC1C,1,0,1,0,1,1,0,0,0,0,0,0
CCOC(=O)C1OC1(C)c1ccccc1,,,,,,0,0,0,0,,0,0
CC(CO)COC1CC2CCC1(C)C2(C)C,1,0,0,0,0,0,0,1,1,0,0,0
CCCCCC(OCC)OCC,0,,,,,1,0,,0,,0,0
C=C1[C@H]2CC[C@H](C2)C1(C)C,0,,0,,1,1,,1,,0,0,
CCCCC=COC(=O)CCCCCCCCC,0,0,0,,0,1,0,0,0,0,0,0
C=CCOCCO,0,0,0,,0,0,0,,0,0,0,0
CC=CC=CCOC(=O)CCC,0,,,1,1,1,0,,0,0,0,0
CCCCC(C)=O,,,0,,,0,0,,0,,0,0
S=C=NCc1ccccc1,0,0,0,,,,,0,0,0,0,
CCC(C)C(C)=O,0,0,0,,,,0,0,0,0,0,
C=CCOC(=O)c1ccccc1,0,,,1,0,0,0,0,0,0,0,0
CC(C)C=O,0,,,,1,,0,0,0,,0,0
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,0,0,0,0,1,1,0,1,,0,0,1
COc1ccccc1OC(=O)C(C)C,0,0,0,,0,0,1,0,0,0,0,0
CCCCCCCCC(OC(C)=O)C(=O)OCC,0,0,0,,0,0,0,0,0,0,0,0
CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2,0,0,0,0,1,1,0,,,0,0,0
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,0,,0,,0,,0,,,0,0,
CCOc1ccc(NC(N)=O)cc1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCC/C=C/C=C/C=O,,,0,,,,,,0,,0,
CC1=CCC(C(C)CC2CCCC2=O)CC1,,,0,1,0,0,,0,0,,0,0
CCCCCCCCCCCCCO,0,,,,,,0,,0,0,0,0
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,0,0,0,0,0,0,0,0,0,1,0
CC1=C(O)C(=O)OC1C,,1,,,,,,,0,,0,
CSCCCCO,0,0,0,1,1,,0,,0,0,0,
CC(=O)OCC(COC(C)=O)OC(C)=O,,,0,,,0,0,0,0,0,0,0
FC(Cl)Cl,0,0,0,0,0,0,0,0,0,0,1,0
NC(=O)NC(=O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C/CCCCCCCC)OC(=O)CCCCCCC/C=C/CCCCCCCC,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(CC)OC,0,,0,1,,0,0,,0,,0,0
CC(C)=CCCC(C)C1C=CC(C)(O)CC1,0,0,0,0,,0,0,0,0,0,0,
C=CC(C)(CCC=C(C)C)OC(C)OCC,0,,1,,0,1,0,0,0,0,0,0
O=C(CO)c1ccccc1,0,1,,1,1,1,1,0,0,0,0,0
COc1ccc(CC(C)S)cc1,0,0,0,0,0,1,0,0,0,0,0,0
CC12CCC(CC1)C(C)(C)O2,0,,0,,,1,,,0,0,0,
CCC(=O)OCC(C)C,0,,,,,,0,,0,0,0,
CC(=O)OC=CCC(C)C,0,0,0,,1,1,0,0,0,0,0,0
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCN1CCCCC1,0,0,0,0,0,0,0,0,0,0,1,0
COP(=S)(OC)SCn1nnc2ccccc2c1=O,0,0,0,0,0,0,0,0,0,0,1,0
CC1CCC(C(C)C)C(OC=O)C1,,0,1,0,0,1,0,1,0,0,0,
COc1nccnc1CC(C)C,0,0,0,,,,0,,,0,0,
COc1ccncc1,0,0,0,0,0,1,0,1,,0,0,1
CCCCC/C(C=O)=C\c1ccccc1,0,0,1,,0,,0,0,0,0,0,0
CC1=CCC2C(C)(C)CCCC2(C)C1CCO,1,0,0,0,1,0,0,1,1,0,0,0
CCCC(S)CCOC(C)=O,0,,,,,,0,0,0,,0,0
CCCC(=O)OCCC(C)CCC=C(C)C,0,,1,,0,,0,,0,0,0,
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0,0,0,0,0,0,0,0,0,0,1,0
O=C/C=C/c1ccco1,0,,0,,0,1,1,,0,0,0,1
CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,0,0,0,0,0,0,0,0,0,0,1,0
COC(=O)C1CC2C=CC1C2,0,0,0,0,1,1,0,1,1,0,0,0
CCCCCCCCCC(=O)OCCC(C)C,,,,1,,1,0,,0,,0,0
CCC(C)COC(=O)C(C)CC,0,,,1,0,,0,0,0,0,0,0
CCCCCCCCCC#N,,,0,,,,,,0,,0,0
CC(=O)C1CCC=N1,0,1,0,0,0,1,,0,0,1,0,0
CCCCCCCCCCCCCCCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CC1COC(C)(C)O1,0,,0,,,,0,,0,0,0,0
CCC(=O)OC1CCC(C(C)C)CC1,0,0,0,,0,1,0,0,0,0,0,0
CCCCOC(=O)c1ccco1,0,,,,0,0,0,,0,,0,0
O=C1CCCC2C3C=CC(C3)C12,0,0,1,0,0,1,0,1,1,0,0,
CCC(=O)CC(C)(C)S,,,0,1,,,0,,0,0,0,0
CCCCOC(C)OCCc1ccccc1,0,0,0,,0,1,,0,0,0,0,0
CCCC(=O)C(CC)SC,0,0,0,1,0,1,0,0,0,0,0,
CCCCCC1OC(=O)CC1C,,,,,,,,0,0,,0,0
CCCCCCC(CC)OC(C)=O,0,0,1,,,,0,0,0,0,0,0
CCCCCCCCCC=CCOC(C)=O,,0,0,0,0,1,0,0,0,0,0,0
CCC/C=C/CCOC(=O)C(C)C,0,0,0,1,0,1,0,0,0,0,0,0
CNP(=O)(NC)Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
O=C1CCCCCCCCCCCCCOC1,1,0,0,0,0,0,0,0,0,0,0,0
C=C(C(C)C(C)O)C(C)C(C)(C)C,1,0,0,0,0,1,0,1,1,0,0,0
CCCCC/C=C\C=C\C(=O)OCCCC,,0,0,1,0,1,0,0,0,0,0,0
CCCCC/C=C/C(=O)OCC,,0,0,,,,0,,0,0,0,0
CCCC(=O)OC/C=C/c1ccccc1,0,,,,0,0,0,0,1,0,0,
CC1C(=O)CC2CC1C2(C)C,0,0,0,0,,,0,0,0,0,0,
c1coc(COCc2cccs2)c1,0,0,0,1,1,1,0,1,0,0,0,0
CCCCCCCCC=CC(OCC)OCC,0,,0,1,0,0,0,,0,,0,0
N#C[Hg]C#N,0,0,0,0,0,0,0,0,0,0,1,0
CCCCSSC,0,0,0,,1,1,0,0,0,1,0,1
CCCC(C)=CCOC(C)=O,0,0,1,,0,1,0,0,0,0,0,0
CC=C(CC)C(=O)OCC=C(C)CCC=C(C)C,0,0,1,,0,1,0,0,0,0,0,0
CCC(CCC(C)C)C(=O)OC,0,0,0,,0,1,0,0,0,0,0,0
CCCCCC(=O)OC(C)CCCCC,0,1,0,1,0,1,0,0,0,0,0,0
CC(C)=C[C@@H]1C[C@H](C)CCO1,0,,1,0,,,0,,0,0,0,0
Cl[Cd]Cl,0,0,0,0,0,0,0,0,0,0,1,0
O=C(O)CCCc1ccccc1,0,,1,0,0,0,0,0,0,0,0,0
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCOC(=O)CCCC,0,,0,1,1,0,0,0,0,0,0,0
CC1=CC(=O)CC(C)(C)C1,,,,,1,1,,,0,0,0,
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0,0,0,0,0,0,0,0,0,0,1,0
O=[N+]([O-])[O-].c1ccc2c(CC3=NCC[NH2+]3)cccc2c1,0,0,0,0,0,0,0,0,0,0,1,0
Cl,0,0,0,0,,0,0,0,0,0,,0
CCOC(=O)C(C)(O)C(=O)CC,1,1,0,0,1,0,0,0,0,,0,0
CC(C)CCCC(C)CC=O,0,0,,,,,0,0,0,0,0,0
O=C1CCCCO1,,0,0,,0,,0,0,0,0,0,
CC(CCC#N)C1CCCC1,1,0,1,1,,1,0,0,0,0,0,1
CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)O,0,0,1,,0,0,0,1,0,0,0,0
CCCC[C@H]1OC(=O)C[C@@H]1C,0,,,,0,,,,,0,0,
CC1COC(c2ccco2)O1,0,1,0,,0,,,0,0,0,0,
CCCCC1CCC(=O)O1,,1,0,1,0,,1,0,0,,0,
N#CN=C(N)N,0,0,0,0,0,0,0,0,0,0,1,0
C/C(C#N)=C/c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)c1ccc(CO)cc1,,,,,,,0,,0,0,0,
CC(=O)OCCC(C)(C)S,0,1,0,,1,,0,0,0,0,0,0
C=C(C)CCCC(C)CCOC(C)=O,0,0,1,,0,,0,0,0,0,0,
CCCCCCCCCC(=O)OC,,,,1,,0,0,,0,,0,0
CCOC(=O)CCCO,0,1,0,0,0,0,0,0,0,,0,0
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OC1CC2(C)CCC1C2(C)C,0,0,,,,1,0,,,0,0,
C=CC(CCC)OC(C)=O,0,1,0,,0,1,0,,0,0,0,1
Cc1occc(=O)c1O,0,1,0,,,,0,0,0,,0,0
CC1CC=C2C(C1)OC(=O)C2C,0,1,0,,0,1,1,0,0,0,0,
CC1=CCC2(C(C)C)CC12,0,0,0,0,0,1,0,1,0,0,0,0
CCC(C)SC(=O)CC(C)C,0,0,0,,,1,0,,,0,0,
O=CC1CCC2CCCCC2C1,1,0,0,0,1,0,0,0,1,0,0,0
CCCCC(CC)COC(=O)CC,,,,,0,0,0,,0,0,0,0
CCCCC(O)c1ccccc1,0,0,,,0,1,0,,0,0,0,0
CC1=CCC(/C=C/C(C)(C)C(C)O)C1(C)C,0,0,,,0,,0,1,0,0,0,0
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCC=Nc1ccccc1C(=O)OC,,,1,1,0,,0,0,0,0,0,0
CC(OCc1ccccc1)OCc1ccccc1,0,1,0,,0,1,0,0,0,0,0,0
CCOC(CC(C)CCCC(C)(C)O)OCC,0,0,1,0,0,,0,0,0,0,0,0
CSCSSc1ccoc1C,,0,0,0,,0,0,0,0,,0,0
CC1CC=CCCCCCCCC(=O)OCC1,1,0,0,,0,0,0,0,1,0,0,0
CP(=O)(F)OC1CCCCC1,0,0,0,0,0,0,0,0,0,0,1,0
CC(C)COC(C)OCC(C)C,0,0,0,,,1,0,0,0,0,0,0
CC(=CC(C)C)C(=O)O,,1,,,,0,0,0,0,0,0,0
CCOC1CCCCCCCCCCC1,0,0,0,0,0,1,0,1,0,0,0,0
COC(C)OC(=O)c1ccccc1,0,0,0,,0,0,0,1,0,0,0,1
CC(=O)C1CC(C)=CC(C)C1C,0,0,1,0,,1,0,1,0,0,0,0
Cc1occc1SSC1CCOC1C,,0,0,0,,0,0,0,0,1,0,0
CC(=O)C(C)C,0,0,0,0,1,,0,0,0,0,0,0
[He],0,0,0,0,0,0,0,0,0,0,1,0
CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,0,,,0,0,0,0,0,,0,0,
CC/C=C/C(=O)C(OC)OC,0,1,0,0,1,1,0,1,0,0,0,
O=C(O)C(c1ccccc1)c1ccccc1.OCC(O)c1ccccc1,0,1,1,0,0,0,0,1,0,0,0,0
CCC=CCCOC(=O)CCCCCCCCCCCCCCC,,0,0,0,0,0,0,0,0,0,0,0
c1nc2c(o1)CCCCCCCCCC2,0,0,0,0,,1,0,1,0,0,0,0
O=C(O)CS.O=C(O)CS.OCCO,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,0,0,0,0,0,0,0,0,0,0,1,0
Cc1ccc2ccccc2c1,0,,,0,0,,0,,0,0,0,
CC1=CCC(C(C)C)=CC1,0,,0,,,,0,,,0,0,
Cc1ccc(C(C)CC=O)o1,,0,,1,0,,0,0,0,0,0,0
O=Cc1ccc(O)cc1,0,,0,0,,,,,,0,0,0
CC(C)CCOCCC=O,0,1,0,0,0,1,0,0,0,,0,0
CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,0,0,1,1,1,0,,0,0,0,0
COc1nc(C)cnc1C,0,0,0,0,,0,0,1,0,0,0,0
CCCCCCCC(=O)OCCc1ccccc1,0,,,,0,,0,,0,,0,0
CCC(OC(C)=O)c1ccccc1,0,0,1,1,0,1,0,0,1,0,0,0
CCc1cccc2oc(=O)ccc12,0,0,0,0,0,1,1,0,1,0,0,0
C[C@@H]1CCCC(=O)O1,0,,0,,0,0,,0,0,0,0,0
CC(=O)C(C)C(C)=O,0,0,0,,1,0,0,0,0,0,0,0
CCCCC(=O)OC1CC2CCC1(C)C2(C)C,0,0,0,,1,1,,,,0,0,
CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,0,0,0,0,0,1,0,0,0,0,0,
CC1=CC=CC(C)(C)C12CC(=O)C(C)O2,0,0,1,0,0,0,0,1,0,0,0,0
CC(=S)Oc1ccccc1C,,0,0,0,1,0,0,0,0,,0,0
Cc1ccc2c(C(C)C)ccc(C)c2c1,1,0,0,0,1,0,0,1,1,0,0,0
CC1=CCCC(C)(C)C1CC(C)(C)C#N,0,0,1,0,0,0,0,1,1,0,0,0
CCCCCC(=O)CCSC,,,0,,,0,0,0,0,,0,0
COC(=O)C1OC1(C)c1ccccc1,0,0,0,,0,0,0,0,0,0,0,0
CCC(C)C(O)C(=O)OC,0,1,0,1,0,0,0,0,0,,0,0
OCC1CCCO1,0,,0,,,0,0,0,0,,,0
CCC(C)C(=O)OCc1ccco1,0,0,0,,0,0,0,0,0,0,0,0
CCC(=O)OC1C(C)CCC1C(C)C,0,0,1,,0,1,0,0,0,0,0,0
C=CCOC(=O)C(C)CC,0,1,0,1,,1,0,0,0,0,0,0
CCCCCCS,,,0,,1,,,0,0,,0,
C=C(C)[C@@H]1CC=C(C)[C@H](O)C1,0,,0,0,0,,0,0,,0,0,
C/C=C(/C=O)CSC,0,0,0,1,,0,0,0,0,,0,0
CCCC(=O)CC(=O)OC,0,1,0,,0,0,0,0,0,1,0,0
CC(C)=CCC[C@H](C)CCO,0,,1,,0,1,0,0,0,0,0,0
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,1,0
O=C(/C=C/c1ccccc1)OCc1ccccc1,,,,,0,0,0,0,,,,
CCCCCCCC(=O)OCCC(C)CCC=C(C)C,0,0,1,,0,0,0,0,0,0,0,0
O=C1CCCCCCCCCOCCCCCO1,1,,0,0,0,0,0,,1,0,0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=O,0,,,,0,,0,,0,0,0,
CCCCC=CC=O,,,0,0,0,,,0,0,0,0,0
Oc1ccc(O)cc1,0,0,0,0,,0,0,0,0,0,,0
CC(=O)C1(C)CC(=O)C(C)(SCc2ccco2)O1,0,1,0,0,0,0,0,1,0,,0,0
O=C([O-])CCC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0
CCC(C)CCCC(C)(C)O,0,,,1,0,,0,,,0,0,0
CCCCOC(=O)c1ccccc1,,0,,,0,0,0,,1,0,0,
CCCCN=C=S,0,0,0,,,,0,0,0,0,0,
CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0,,,,0,0,0,,0,0,,0
CCCC/C=C\CC=O,0,0,0,,0,1,0,0,0,0,0,0
CC(O)C(=O)OCc1ccccc1,,1,,,0,0,0,0,0,,0,0
C=CCOCC=C.COc1ccccc1O,,0,0,,0,1,0,0,0,0,0,1
CCCCCC(=O)OCCCc1ccccc1,0,,0,,0,1,0,0,0,0,0,0
COC(=O)C1CC2CC1C(C)(C)C2,0,0,0,,0,1,0,1,1,0,0,0
C=CC(CCCCC)OC(=O)CCC,,1,,1,,,0,,0,,0,0
O=C([O-])CF,0,0,0,0,0,0,0,0,0,0,1,0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCCC(C)C(=O)OC,0,0,0,1,0,1,0,,0,0,0,1
CCCCCCCCCCOC(=O)C(C)=O,0,1,,1,0,1,0,,0,,0,0
COCCOC,0,1,0,0,,0,0,0,0,0,0,0
C=C=CC(C)C(=O)OCC,0,,0,1,0,,0,,0,0,0,
CCC(O)COC1CCCCC1C(C)(C)C,1,0,0,0,0,0,0,1,1,0,0,0
CC(=O)OC(CC(C)C)c1ccccc1,0,0,0,,0,1,0,1,0,0,0,0
O=S([O-])S(=O)[O-].[Ca+2],0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCC1CCC(=O)O1,,,0,1,0,,,0,0,,0,0
CCCCCCCCCCCC(OC)OC,,0,,,0,,0,0,0,0,0,0
C/C=C/c1ccc(OCCCCC)c(OC)c1,0,,1,0,0,,0,0,1,0,0,1
CC1CCC(C(C)C)C2(C1)OC(=O)C(C)O2,0,0,0,0,0,1,0,0,0,0,0,
CC1C=COC2(CCCCC2)C1,0,0,,1,1,1,0,0,0,0,0,
CC(=O)OC(C)c1ccccc1,,,,,,,,,0,0,0,
CCCCCCCCCCCC1=NCC[N+]1(CCOCC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[OH-],0,0,0,0,0,0,0,0,0,0,1,0
